timestamp_utc,gpu_util_percent,gpu_mem_used_mib,gpu_mem_util_percent
2026-03-17T16:23:43.295679+00:00,2.0,466.0,3.7941703305650547
2026-03-17T16:23:45.307610+00:00,10.0,3154.0,25.679856700863052
2026-03-17T16:23:47.320089+00:00,98.0,3154.0,25.679856700863052
2026-03-17T16:23:49.332167+00:00,99.0,3154.0,25.679856700863052
2026-03-17T16:23:51.344198+00:00,98.0,3154.0,25.679856700863052
2026-03-17T16:23:53.356328+00:00,98.0,3154.0,25.679856700863052
2026-03-17T16:23:55.368281+00:00,98.0,3154.0,25.679856700863052
2026-03-17T16:23:57.380187+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:23:59.392668+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:01.404743+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:03.416681+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:05.434347+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:07.446716+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:09.458914+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:11.499784+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:13.511894+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:15.524772+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:17.536974+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:19.549010+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:21.561428+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:23.573901+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:25.585981+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:27.644087+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:29.657063+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:31.669494+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:33.681840+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:35.694542+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:37.706560+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:39.719231+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:41.731808+00:00,98.0,2971.0,24.189871356456603
2026-03-17T16:24:43.743739+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:45.755942+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:47.768825+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:49.781288+00:00,99.0,2971.0,24.189871356456603
2026-03-17T16:24:51.793391+00:00,99.0,2971.0,24.189871356456603
